"","Country","Neighbor","land_border_proportion","total_border_proportion"
"565","CMR","NGA",0.3680336488,0.3384738634
"566","BWA","NAM",0.3406813627,0.3387297634
"567","PRK","CHN",0.8461538462,0.339731286
"568","FIN","RUS",0.497005988,0.3401015228
"569","ZMB","COD",0.3408122692,0.3405682019
"570","NGA","CMR",0.4174950298,0.3448979592
"571","LAO","THA",0.3451551615,0.345071808
"572","UGA","KEN",0.3460620525,0.3458117124
"573","CZE","POL",0.3498716852,0.3498139288
"574","UZB","KAZ",0.3541127781,0.3541231313
"575","GNB","GIN",0.5333333333,0.3594040968
"576","ARG","CHL",0.5494505495,0.3616759929
"577","BEN","NGA",0.3883495146,0.3663507109
"578","LTU","BLR",0.394437421,0.3683052091
"579","AGO","COD",0.4829721362,0.3693733451
"580","PAK","IND",0.4297933001,0.3723785166
"581","TGO","BEN",0.3910068426,0.378156195
"582","GUY","BRA",0.454248366,0.3830879836
"583","MRT","MLI",0.4408499841,0.3838366507
"584","LUX","DEU",0.3856502242,0.3844011142
"585","TUN","DZA",0.6900328587,0.3859380971
"586","NLD","DEU",0.5574534161,0.3877688172
"587","AZE","ARM",0.3908872902,0.390958768
"588","HND","NIC",0.6095744681,0.3920068027
"589","IRQ","IRN",0.3991189427,0.3932038835
"590","YEM","SAU",0.8350230415,0.3992332968
"591","CHE","ITA",0.3996524761,0.3995680346
"592","SLV","HND",0.6283185841,0.4014084507
"593","ZWE","MOZ",0.4015748031,0.4015003262
"594","PRT","ESP",1,0.4037246425
"595","SSD","SDN",0.4038913116,0.4037940379
"596","DJI","ETH",0.6493902439,0.406175772
"597","KHM","VNM",0.4774718398,0.4072968491
"598","GEO","RUS",0.4944933921,0.40824393
"599","LUX","BEL",0.4125560538,0.4122562674
"600","LAO","VNM",0.4179860671,0.4190438717
"601","GNQ","GAB",0.6567164179,0.4191616766
"602","CHL","ARG",0.8607198748,0.4204347136
"603","NPL","CHN",0.4224422442,0.4224196856
"604","MNG","RUS",0.4236790607,0.4239659367
"605","COG","COD",0.4385964912,0.4248193196
"606","BEL","FRA",0.4529616725,0.4271443334
"607","NIC","HND",0.7490196078,0.4306398879
"608","CZE","DEU",0.4328485885,0.4332801701
"609","TKM","UZB",0.4338647135,0.4338865096
"610","BTN","CHN",0.4341317365,0.4372093023
"611","AFG","PAK",0.4394644936,0.4395008139
"612","URY","BRA",0.6296296296,0.4428956835
"613","SVK","HUN",0.444561774,0.4442257218
"614","LIE","AUT",0.4468085106,0.4473684211
"615","JOR","SAU",0.4547244094,0.447922938
"616","BWA","ZAF",0.4569138277,0.4582814446
"617","GTM","MEX",0.570610687,0.4609487302
"618","BDI","TZA",0.4628099174,0.4630390144
"619","AND","FRA",0.4693333333,0.4716666667
"620","SLE","GIN",0.6806722689,0.4794117647
"621","PRY","ARG",0.4795081967,0.4795918367
"622","SVN","HRV",0.5066344994,0.485296248
"623","BOL","BRA",0.5011933174,0.5042266054
"624","TGO","GHA",0.5327468231,0.514973576
"625","MCO","FRA",1,0.5176470588
"626","AND","ESP",0.528,0.5308333333
"627","LIE","CHE",0.5319148936,0.5394736842
"628","MWI","MOZ",0.5446927374,0.5446025686
"629","LBN","SYR",0.8262411348,0.5522827688
"630","GAB","COG",0.7457413249,0.5538416764
"631","BTN","IND",0.5628742515,0.5627906977
"632","MNG","CHN",0.5686888454,0.5689781022
"633","KAZ","RUS",0.5699356913,0.5699300699
"634","NPL","IND",0.5775577558,0.5775803144
"635","ARM","AZE",0.6277278562,0.6275917065
"636","BIH","HRV",0.638368247,0.6301555105
"637","MDA","UKR",0.6755504056,0.6760259179
"638","BRN","MYS",1,0.7029520295
"639","PSE","ISR",0.7655172414,0.7075098814
"642","SWZ","ZAF",0.813253012,0.8037383178
"643","BGD","IND",0.9545109932,0.8398259428
"644","GMB","SEN",1,0.9024390244
"645","LSO","ZAF",1,1
"646","SMR","ITA",1,1
"647","VAT","ITA",1,1
